location_id,total_votes,republicans_2016,democrats_2016,green_2016,libertarians_2016
4428,2652072,23.38869382,71.40718653,2.068722116,2.542012434
4429,4355,68.79448909,29.18484501,0.413318025,1.239954076
4430,342572,47.83607534,48.4163913,0.916011816,2.481230223
4431,38717,60.9499703,35.43146421,0.415838004,1.962962006
4432,18774,56.54628742,37.13646532,1.486097795,4.293171407
4433,680227,15.49747364,82.40513828,0.948506895,0.997608151
4434,2708,84.34268833,10.67208272,0.40620384,2.991137371
4435,281658,38.92593145,52.67558528,1.206072613,5.138146262
4436,16156,69.10126269,26.52884377,0.575637534,3.274325328
4437,136654,47.81857831,47.53464955,0.895692772,3.230055469
4438,24155,78.06251294,20.08279859,0.347754088,1.506934382
4439,12504,78.85476647,17.97824696,0.359884837,2.007357646
4440,64865,26.97911046,63.60595082,4.396824173,3.807908734
4441,15893,55.13118983,38.9794249,0.91235135,3.158623293
4442,232034,32.71201634,59.39560582,2.145806218,5.746571623
4443,13533,55.02844898,42.59957142,0.33990985,1.448311535
