location_id,white,black,hispanic,asian,american_ndian,other
4051,3.25,0.05,95.1,0.3,1.05,0.25
4052,85.5,1,8.35,2.5,0.55,2.1
4053,67.4,23.55,3.7,2.35,0.55,2.35
4054,89.8,4,2.55,2,0.15,1.55
4055,64.45,14.6,18.85,0.85,0.25,1.05
4056,90.75,5.5,1.2,0.45,0.3,1.7
4057,90.2,3.4,2.15,0.25,1.35,2.65
4058,52.8,41.2,3.5,1.4,0.2,1
4059,37.8,45.95,13.85,0.55,0.1,1.75
4060,92.2,2.65,1.8,0.7,0.6,2.05
4061,92.9,1.1,4.1,0.35,0.45,1.05
4062,77,9.05,9.4,2.2,0.3,2.1
4063,55.4,42.25,0.65,0.7,0.25,0.8
4064,88,6.35,3,0.75,0.5,1.45
4065,97.8,0.05,0.9,0.2,0.3,0.75
4066,92.85,0.7,3.7,0.25,0.55,2.05
4067,90.05,3.2,3.75,0.65,0.6,1.7
4068,86.5,1.1,7.85,1.65,0.45,2.4
4069,94.55,2.3,1.8,0.3,0.1,0.95
4070,95.2,0.6,1.05,0.5,1.45,1.25
4071,96.2,0.85,1.55,0.3,0.15,0.95
4072,93.05,2.45,2.5,0.6,0.5,0.8
4073,89.75,3.15,2,3.45,0.1,1.5
4074,95.15,0.45,1.5,0.15,0.75,2.05
4075,84.75,8.75,2.9,1.8,0.2,1.6
4076,37.65,57.35,3.35,0.25,0.35,1.05
4077,87.05,2.15,4.55,4.1,0.15,2
4078,75.35,3.85,18.9,0.3,0.45,1.1
4079,68.75,28.6,1.3,0.1,0.1,1.15
4080,71.8,24.35,2,0.5,0.1,1.25
4081,44.55,24.85,23.25,5.85,0.1,1.4
4082,70.45,21.7,4.05,2.05,0.3,1.5
4083,95.45,0.7,1.9,0.3,0.55,1.15
4084,80.5,0.45,11.4,0.6,5.1,1.9
4085,85.65,6.85,3.35,2.2,0.2,1.8
4086,80.5,14.05,1.4,2.05,0.2,1.8
4087,87.15,8.25,3.35,0.05,0.1,1.1
4088,91.6,1.55,3.35,0.65,0.8,2
4089,83.65,1.1,7.3,1.25,3.2,3.55
4090,29.35,17.9,26.9,22.05,0.3,3.5
4091,65.95,29.3,2.85,0.55,0.25,1.1
4092,90.5,1.8,5.75,0.55,0.15,1.25
4093,88.75,1.05,7.95,0.8,0.2,1.3
4094,79.75,0.8,13.15,3.9,0.35,2.1
4095,71.35,2.65,19.9,4.9,0.2,1
4096,60.95,10.5,22.15,4.75,0.2,1.4
4097,76.2,0.5,14.6,6.2,0.45,1.95
4098,52.65,42.95,2.5,0.25,0.15,1.5
4099,55.9,41.95,1.3,0.1,0.1,0.65
4100,85.85,9.75,1.55,0.6,0.4,1.85
4101,51.3,37.65,10.2,0.15,0.1,0.65
4102,96.2,0.8,1.1,0.55,0.2,1.15
4103,96.8,0.2,1.5,0.4,0.2,0.9
4104,92.55,1.4,2.35,0.4,2.1,1.15
4105,74.95,0.6,1.6,0.75,19.05,3.1
4106,93.2,0.85,1.65,2.55,0.35,1.35
4107,86,8.65,2.3,0.6,0.25,2.25
4108,43.1,9.05,43.05,2.7,0.2,1.9
4109,40.55,53.6,2.75,1.75,0.2,1.1
4110,77.45,2.6,15.35,3.05,0.1,1.4
4111,84.05,0.95,6.2,5,0.8,2.95
4112,55.25,43.35,0.55,0.1,0.05,0.65
4113,53.25,0.15,43.6,0.6,0.95,1.45
4114,94.1,2.05,2.35,0.35,0.2,1
4115,49.95,40.4,5.05,2.5,0.25,1.8
4116,85.35,9.25,2.45,0.85,0.45,1.65
4117,94.8,0.5,3.4,0.45,0.25,0.5
4118,46.95,47.3,4.3,0.15,0.4,0.9
4119,40.35,53.6,4.5,0.3,0.1,1.1
4120,92.3,3.9,2,0.55,0.1,1.1
4121,89.65,0.65,8.05,0.7,0.15,0.75
4122,69.2,7.7,19.7,1.8,0.15,1.45
4123,41.55,51.85,2.8,1,0.4,2.45
4124,43.95,0.7,50.45,1.1,2.45,1.35
4125,86.7,9.2,2.4,0.45,0.15,1
4126,82.45,0.55,13.1,0.75,1.45,1.75
4127,93.85,2.1,1.2,1.15,0.15,1.6
4128,77.8,9.9,7.4,2.9,0.2,1.7
4129,66.2,0.1,31.05,0.3,0.65,1.65
4130,60.85,5.35,29.2,3.2,0.1,1.25
4131,86.8,5.15,3.3,2.1,0.2,2.4
4132,72.5,15.55,8.1,1.35,0.25,2.3
4133,95.35,0.8,1.85,0.65,0.35,1.05
4134,89.25,4.25,4.1,0.75,0.3,1.35
4135,92.95,0.55,3.8,0.4,0.85,1.5
4136,85.8,10.5,1.85,0.2,0.4,1.2
4137,84.25,12.45,1.2,0.4,0.55,1.15
4138,95.65,2.35,1.05,0.3,0.05,0.55
4139,93.85,2.65,0.95,0.4,0.4,1.85
4140,79.15,0.05,18.65,0.8,0.2,1.2
4141,82.5,0.8,7.9,1.3,3.95,3.45
4142,88.8,0.25,2.7,0.95,4.65,2.6
4143,69.2,17,12.4,0.2,0.3,0.95
4144,96.55,0.45,1.3,0.45,0.15,1.2
4145,73,6.05,1.65,0.7,13.85,4.7
4146,96.15,2.55,0.2,0.25,0.3,0.6
4147,67.1,11,14.3,6.15,0.2,1.25
4148,82.25,8.15,5.85,1.45,0.3,2
4149,49.9,46.55,1.65,0.85,0.2,0.8
4150,95.55,0.25,2.65,0.15,1,0.45
4151,61.1,36.85,1,0.3,0.2,0.6
4152,59.95,14.5,22.55,1.35,0.3,1.3
4153,88.1,8.3,1.15,0.5,0.3,1.7
4154,84.2,0.95,11,2.55,0.1,1.1
4155,94.75,2.9,0.45,0.7,0.15,1.05
4156,85.75,9.4,1.85,1.25,0.25,1.45
4157,91.25,3,3.4,0.55,0.85,1
4158,67.65,12.1,14.45,3.85,0.1,1.8
4159,92.55,4.55,0.9,0.75,0.15,1.15
4160,66.7,25.3,3.8,1.45,0.55,2.15
4161,80.35,12.5,4.9,0.5,0.25,1.5
4162,93.15,1.1,3.95,0.35,0.3,1.15
4163,90.5,0.35,6.55,0.6,0.2,1.8
4164,72.3,18.15,5.8,1.4,0.2,2.15
4165,78,17.95,2.1,0.15,0.55,1.25
4166,34.8,8.45,47.9,5.85,0.45,2.5
4167,64.7,24.95,3.6,4.55,0.25,1.95
4168,95.3,1.1,1.55,0.2,0.35,1.55
4169,18.7,79.95,0.8,0.15,0.1,0.35
4170,79.6,5.65,10.55,0.85,1.3,2
4171,72.85,0.65,20.95,1.15,1.7,2.7
4172,94,2.15,1.5,1.3,0.15,0.85
4173,87.7,9,2.25,0.2,0.2,0.75
4174,95.45,0.3,1.65,0.45,0.6,1.6
4175,82.25,2.15,10.3,0.95,1.4,2.95
4176,82.65,0.1,14.3,0.65,1,1.3
4177,89.8,3.65,3.65,0.5,0.2,2.15
4178,94.7,1.45,1.05,0.6,0.2,2
4179,91.05,0.8,3.15,1.9,0.45,2.65
4180,40,51.2,5.05,2.25,0.15,1.35
4181,97.95,0.1,0.45,0.2,0.25,1
4182,95.5,0,1.05,0.15,1.4,1.9
4183,72.95,4.3,19.1,1.95,0.3,1.45
4184,96.25,0.3,1.25,0.35,1.05,0.8
4185,82.6,11.65,3.35,0.25,0.55,1.6
4186,86.25,4.65,4.9,1.25,0.4,2.55
4187,95.05,0.5,3.4,0.1,0.45,0.5
4188,70.6,21.95,5.65,0.45,0.05,1.3
4189,43.05,47.6,4.2,2.15,0.35,2.7
4190,97.2,0.2,1.45,0.1,0.1,0.95
4191,96.45,0.7,1.55,0.3,0.15,0.8
4192,55.55,11.05,26.75,4.9,0.3,1.5
4193,96.55,0.4,1.1,0.5,0.3,1.15
4194,77.05,8.3,10.95,1.7,0.2,1.85
4195,96.5,1.1,1.05,0.65,0.2,0.55
4196,72.9,1.5,23.35,0.7,0.4,1.1
4197,95.35,1.8,1.4,0.2,0.15,1.05
4198,88.45,6.85,1.85,1.2,0.15,1.45
4199,93,0.3,5.05,0.5,0.35,0.8
4200,82.8,3.8,4.5,3.65,2.3,2.95
4201,71.5,8.85,16.8,1.35,0.35,1.2
4202,96,0.15,1.1,0.4,0.35,1.95
4203,95.5,0.35,2.25,0.4,0.25,1.15
4204,68,6.55,21.45,1.5,0.45,2
4205,45.25,1.1,50.35,0.65,0.65,2.05
4206,90.55,0.75,5.5,0.6,0.65,1.9
4207,94.65,0.8,2.3,1.05,0.25,1
4208,94.55,2.15,1.6,0.2,0.3,1.15
4209,93.85,2.6,1.15,0.55,0.35,1.45
4210,93.5,3.3,1.05,0.55,0.1,1.45
4211,93.35,3.1,2.05,0.25,0.3,1
4212,78.5,0.3,18.55,0.55,0.4,1.75
4213,97.5,1,0.6,0.3,0.1,0.55
4214,96.1,0.15,1.55,0.4,0.5,1.25
4215,54.85,2.85,36.4,3.35,0.55,2
4216,95.95,1.35,1.15,0.45,0.15,0.95
4217,78.75,13.2,3.75,2.1,0.2,2
4218,76.25,2.25,8,8.35,1.15,4.05
4219,92,5.3,1.45,0.4,0.05,0.85
4220,72.8,5.85,14.25,2.75,0.6,3.9
4221,78.65,12.3,5.3,0.75,0.55,2.55
4222,83.5,13.15,1.5,0.4,0.2,1.25
4223,90.3,5.95,2.45,0.2,0.25,0.85
4224,93.2,0.55,2.85,2.1,0.4,0.95
4225,69.55,9.8,6.75,10.6,0.6,2.7
4226,95.2,0.5,1.65,0.45,0.8,1.4
4227,67.3,22.05,4.15,2.7,0.65,3.15
4228,92.5,3.3,1.3,0.55,0.25,2.15
4229,96.55,1,0.75,0.65,0.1,0.9
4230,95.7,0.75,1.7,0.35,0.2,1.25
4231,61.55,17.15,14.85,1.65,0.6,4.2
4232,92.55,2,2.95,0.35,0.55,1.55
4233,88.7,6.95,1.95,0.5,0.15,1.8
4234,94.95,1.5,1.4,0.45,0.4,1.3
4235,84.15,0.35,1.9,0.5,10.6,2.55
4236,89.45,1.15,6.2,1.95,0.05,1.15
4237,93.7,0.55,3.4,0.45,1.05,0.75
4238,95.1,2.25,0.95,0.3,0.05,1.35
4239,95.9,0.5,1.4,1.1,0.15,0.85
4240,65.55,9.45,16.2,7.35,0.1,1.35
4241,68.7,10.75,14.8,4.1,0.05,1.5
4242,89.5,2.25,3.9,1.05,0.75,2.5
4243,76.65,8.35,9.9,1.25,1.05,2.8
4244,86.95,4.6,4.3,2.6,0.15,1.45
4245,95.25,0.5,1.55,0.75,0.45,1.45
4246,61.8,3.9,30.05,0.6,1.85,1.85
4247,73.05,16.15,8.65,0.6,0.4,1.15
4248,83,3.7,10.9,0.65,0.25,1.55
4249,86.15,1.6,9.3,1.5,0.2,1.25
4250,96.2,0.55,1.3,0.3,0.5,1.1
4251,87.95,10.75,0.45,0.05,0.15,0.7
4252,88.6,3.5,1.95,3.85,0.1,1.9
4253,66.7,5.85,8.2,13.75,0.65,4.75
4254,60.85,36.2,1.25,0.3,0.45,1
4255,81.85,5.05,3,8.15,0.1,1.85
4256,92.55,1.05,2.2,1.75,0.8,1.65
4257,63.65,34.85,0.55,0.35,0.2,0.45
4258,82.05,3.35,8.75,3.8,0.15,1.85
4259,94.7,2.3,1.1,0.25,0.25,1.4
4260,56.25,2,38.6,0.65,0.95,1.55
4261,91.35,5.35,0.95,0.45,0.15,1.7
4262,79.05,2.1,15.5,1.4,0.5,1.5
4263,61.25,0.95,30.5,3.9,0.35,3.05
4264,48.6,1.55,45.4,2.95,0.4,1.1
4265,77,14.9,4.2,1.5,0.4,2
4266,86.7,0.5,10,0.55,0.7,1.55
4267,86.25,3.3,9.3,0.2,0.15,0.9
4268,73,20,3.75,1.65,0.2,1.35
4269,58.85,38.7,0.8,0.3,0.25,1.1
4270,95.45,1.8,1.05,0.5,0.25,0.95
4271,90.3,2.7,2.8,1.45,0.45,2.25
4272,88.75,0.35,2.05,0.4,6.8,1.65
4273,54.85,34.45,8.85,0.4,0.45,1
4274,95.1,2.35,0.9,0.85,0.15,0.7
4275,89,0.4,4.2,0.85,2.65,2.95
4276,22.5,0.6,35,0.4,40.4,1.05
4277,90.4,4.35,2.85,0.8,0.35,1.25
4278,80.75,10.55,3.5,3.2,0.25,1.75
4279,95.8,1.1,2.15,0.3,0.15,0.6
4280,86.15,1.6,8.9,1,0.25,2.05
4281,51.95,45.95,0.65,0.1,0.95,0.4
4282,96.2,1.5,0.95,0.15,0.05,1.1
4283,92.75,0.85,1.55,3.1,0.5,1.25
4284,69.05,20.05,4.4,3.7,0.15,2.6
4285,52.95,40.9,3.2,0.6,0.25,2.1
4286,49.5,8.95,23.35,13.75,0.3,4.2
4287,90.45,0.35,5.25,0.8,1.05,2.1
4288,91.4,3.35,2.2,1.45,0.2,1.4
4289,66.3,31.6,1.5,0.15,0.1,0.35
4290,77.45,19.7,1.55,0.1,0.3,0.9
4291,96.8,0.15,1.5,0.35,0.1,1.05
4292,75.55,0.35,16.4,0.6,5.35,1.7
4293,94.3,1.95,1.65,0.25,0.25,1.55
4294,93.85,3.3,1.4,0.3,0.1,1.05
4295,97.95,0.15,0.5,0.35,0.05,1
4296,56.9,38.75,2.3,0.35,0.65,1.05
4297,95.2,0.5,1.8,0.9,0.35,1.3
4298,96.9,0.5,0.9,0.7,0.05,0.9
4299,97.3,0.25,0.9,0.45,0.4,0.7
4300,57.35,0.2,40.25,0.5,0.6,1.1
4301,97.9,0.5,0.5,0.05,0.2,0.85
4302,61.55,21.45,14.95,0.6,0.3,1.15
4303,82.85,12.5,2.45,0.45,0.5,1.2
4304,55.5,15.55,23.6,3.2,0.2,1.95
4305,87.25,9.45,1.1,0.2,0.1,1.95
4306,90.25,5.05,1.55,0.65,0.4,2.15
4307,89.95,5.6,3.15,0.3,0.2,0.8
4308,92.35,1.95,3.35,0.35,0.3,1.65
4309,95.35,0.45,1.95,0.2,0.6,1.45
4310,48.65,0.5,48.15,0.45,0.95,1.25
4311,89.05,4,4.6,0.6,0.15,1.5
4312,51.05,38.6,4,2.75,0.6,2.95
4313,91.5,0.3,5.15,0.5,0.7,1.85
4314,95.45,0.25,1.65,0.2,0.75,1.65
4315,58.55,3.65,35,0.95,0.45,1.45
4316,91.4,0.6,6.15,0.6,0.25,1.1
4317,90.7,1.5,5.8,0.7,0.1,1.15
4318,88.75,0.85,8.7,0.5,0.1,1.15
4319,55.75,0.7,38.7,0.6,2.65,1.6
4320,82.65,0.65,14.05,1.3,0.1,1.25
4321,25.3,72.15,1.55,0.4,0.1,0.45
4322,93.1,0.9,3.35,0.65,1.05,0.95
4323,76.05,1.45,13.45,4.05,1.2,3.8
4324,84.9,0.75,10.25,1.85,0.35,2
4325,42.45,14.15,23,14,0.5,5.9
4326,85,4.15,3.95,4.95,0.2,1.75
4327,74.35,13.85,6.4,3.15,0.2,2
4328,95.8,0.25,0.85,0.2,0.7,2.15
4329,54.4,36.5,6.6,0.8,0.1,1.6
4330,93.9,0.9,1.05,2.3,0.7,1.1
4331,80.35,14.55,2.8,0.1,0.35,1.95
4332,61.6,30.85,5.15,1.05,0.15,1.1
4333,11.05,0.7,13.7,0.7,72.25,1.65
4334,52.6,3.8,34.6,1.25,5.7,2
4335,34.3,2.9,53.75,5.9,0.3,2.8
4336,39.5,3.6,51.85,1.75,1.1,2.15
4337,51.7,2.35,29.4,12.1,0.6,3.9
4338,75.8,1.9,19.65,1.25,0.2,1.1
4339,95.8,0.5,1.85,0.1,0.55,1.25
4340,49.85,4.8,31.2,10.3,0.45,3.4
4341,92,0.3,2.9,0.7,2.4,1.7
4342,94.1,1.75,1.9,0.25,0.25,1.8
4343,88.85,0.65,7.5,1.8,0.4,0.8
4344,68.25,23.5,3.95,2.2,0.15,1.9
4345,94.3,2.2,1.05,0.35,0.2,1.9
4346,65.2,19.55,7.85,4.9,0.2,2.35
4347,96.1,0.25,1.55,0.4,0.45,1.3
4348,91.3,1.45,2.9,2.95,0.1,1.3
4349,94.05,3.05,1.05,0.2,0.2,1.35
4350,53.55,41.05,3.95,0.25,0.15,1
4351,93.9,2.25,1.55,0.75,0.1,1.4
4352,95.05,1.35,1.6,0.3,0.4,1.35
4353,98,0.2,0.9,0.2,0.15,0.6
4354,74.7,16.5,6.05,0.3,0.6,1.9
4355,63.65,5.25,15.3,14.15,0.1,1.55
4356,87,0.5,8.1,0.75,1.05,2.65
4357,72.25,22.5,1.3,2.2,0.5,1.3
4358,85.25,0.25,7.7,3.55,1.05,2.25
4359,87.1,3.9,6,1.25,0.2,1.55
4360,48.75,46.7,2.55,0.85,0.2,0.95
4361,96.55,0.3,1.05,0.5,0.15,1.5
4362,89.5,0.25,7.3,0.4,0.6,1.9
4363,95.85,2.45,0.3,0.5,0.5,0.4
4364,64.15,21.3,9.2,2.45,0.3,2.6
4365,75.65,9.15,9.65,3.4,0.15,2.1
4366,93.25,1.6,2.1,1.2,0.4,1.5
4367,86.75,1.5,9.25,0.55,0.8,1.1
4368,77.3,3,17,0.65,0.55,1.5
4369,73.65,20.45,2.1,1.6,0.15,2.05
4370,92.9,4.05,1,0.3,0.25,1.6
4371,93.4,3.9,1.05,0.55,0.2,0.9
4372,96.75,0.35,0.9,0.55,0.3,1.15
4373,87.55,6.5,3.5,1,0.25,1.25
4374,93.2,2.8,2.3,0.45,0.2,1.1
4375,91.55,1,5.65,0.4,0.2,1.25
4376,87.65,8.3,1.85,0.6,0.25,1.3
4377,83.3,3.15,8.75,2,0.45,2.3
4378,96.2,0.7,1.25,0.45,0.3,1.1
4379,89.1,0.1,8.15,0.2,0.55,1.85
4380,13.2,0.35,71.75,0.2,13.6,0.9
4381,90.1,6.4,1.2,0.7,0.3,1.35
4382,82,0.25,15.95,0.6,0.15,1.1
4383,86,7.05,4.35,0.8,0.15,1.6
4384,96.3,0.85,1.6,0.4,0.15,0.7
4385,93.1,0.8,3.85,0.8,0.3,1.1
4386,70.6,26.1,1.8,0.35,0.2,1
4387,59.75,1.2,35,0.4,0.75,2.9
4388,81.2,13.6,2.8,0.2,0.9,1.25
4389,48.85,47.45,2.5,0.2,0.2,0.85
4390,36.45,0.7,60.9,0.35,0.45,1.2
4391,91.15,2.9,3.8,0.9,0.15,1.15
4392,86.25,0.55,9.35,1.9,0.6,1.4
4393,37.6,60.1,1.4,0.3,0.2,0.45
4394,48.6,49.4,0.95,0.2,0.2,0.55
4395,36.05,59.15,0.45,0.6,2.95,0.9
4396,78.6,17.25,1.85,0.95,0.25,1.15
4397,71.55,15.8,5.9,4.15,0.1,2.45
4398,65.05,7.8,14.25,10.45,0.4,2
4399,98.2,0.45,0.45,0.2,0.1,0.65
4400,87.35,4.9,5.05,1.15,0.1,1.5
4401,97.45,0.65,0.7,0.1,0.15,0.9
4402,88.7,1.85,5.75,2.05,0.3,1.25
4403,83.15,4.7,5.35,4.45,0.25,2.15
4404,34.45,1.25,58.65,3.25,0.75,1.65
4405,43.5,48.55,3.2,2.5,0.2,2.05
4406,98.05,0.1,0.65,0.15,0.05,1
4407,86,6.65,2,2.6,0.25,2.5
4408,93.75,2.2,2.1,0.2,0.4,1.35
4409,31.15,6.8,58.1,2.15,0.25,1.55
4410,91.15,1.3,3.8,2.55,0.15,1
4411,95.9,0.95,0.9,0.5,0.15,1.6
4412,76.95,13.75,3.5,3.5,0.3,1.95
4413,90.7,6.05,1.35,0.15,0.25,1.5
4414,73.35,0.55,22.6,0.8,0.55,2.2
4415,92.85,3.5,0.7,0.35,0.2,2.45
4416,96.55,1.75,0.7,0.05,0.6,0.3
4417,78.3,14.1,3,0.5,1.3,2.8
4418,91.95,1.45,3,2.05,0.2,1.45
4419,95.85,0.5,1.4,0.45,0.15,1.6
4420,94.95,1.05,1.55,1.2,0.3,0.9
4421,95.2,0.65,1.65,0.75,0.2,1.6
4422,76.6,21.95,0.55,0.15,0.2,0.6
4423,90.85,5.95,1.1,0.35,0.1,1.6
4424,75.2,22.5,1.35,0.15,0.2,0.6
4425,56,29.2,12.9,0.2,0.35,1.35
4426,28.3,68.8,1.35,0.75,0.1,0.65
4427,95.5,1,1.25,1,0.25,1
4428,28.35,8.45,47.5,13.2,0.2,2.35
4429,65.8,10.15,19.3,0.45,3.8,0.45
4430,87.75,3.5,3.85,3.55,0.1,1.25
4431,69.45,24.75,3.9,0.55,0.3,1
4432,92.6,0.5,1.3,0.55,3.05,1.95
4433,38.3,42.05,11.65,5.9,0.2,1.9
4434,89.15,0.3,9.15,0.2,0.2,0.95
4435,64.95,9.4,17.6,4.7,0.45,2.85
4436,95.3,1.35,0.9,0.35,0.25,1.85
4437,80.8,7.95,8.05,0.9,0.25,2.15
4438,70.1,11.45,16.4,0.4,0.4,1.25
4439,96.85,0.25,1.25,0.25,0.15,1.25
4440,32.2,0.5,11.5,22.5,0.25,33
4441,91.75,3.15,2.85,0.45,0.2,1.65
4442,71.05,1.55,15.1,8.3,0.45,3.5
4443,63.8,32.2,2,0.5,0.4,1.1
4444,25.05,72.8,1,0.2,0.05,0.9
4445,92.45,0.1,4,0.25,1.65,1.55
4446,91.9,3.05,1.6,0.85,0.5,2.15
4447,42.6,4.05,51.15,0.7,0.35,1.15
4448,38,20.85,23.5,15.75,0.2,1.7
4449,50.65,46.8,1.1,0.2,0.15,1.15
4450,60.95,33.75,3.35,0.55,0.2,1.25
4451,40.85,56.05,1.4,0.4,0.7,0.65
4452,95.9,0.8,2.35,0.35,0.1,0.45
4453,89.3,0.25,5.05,0.5,2,2.95
4454,92.9,0.15,3.7,2.4,0.15,0.8
4455,52.8,1.2,43.2,0.6,0.55,1.6
4456,80.6,10.05,3.5,2.85,0.7,2.25
4457,82.15,5.45,7,3.25,0.2,1.95
4458,64.5,1.9,31.7,0.6,0.4,0.9
4459,96.7,0.3,1.15,0.3,0.45,1.1
4460,50.4,39,4.1,0.65,5.15,0.7
4461,23.15,74.55,1.3,0.25,0.15,0.55
4462,76.3,9,11.05,1.6,0.35,1.7
4463,91.6,2.8,2.45,0.7,0.35,2.15
4464,91.45,0.55,1.25,0.35,4.4,2
4465,68.4,0.3,28.9,1.15,0.25,1.1
4466,36.55,12.8,48.1,0.7,1.15,0.75
4467,56.85,39.75,1.45,0.25,0.3,1.4
4468,13.45,86.1,0.2,0,0.1,0.15
4469,96.2,0.2,1.1,1.1,0.35,1.2
4470,50.15,0.65,44.9,0.75,0.55,2.9
4471,96.9,0.2,1.05,0.2,0.1,1.5
4472,86.65,1.5,10.4,0.5,0.25,0.75
4473,82.7,1.85,4.35,7.35,0.6,3.15
4474,86.4,7.75,4.1,0.5,0.2,1.05
4475,70.75,20.5,5.45,1.9,0.15,1.3
4476,89.95,0.4,6.55,0.6,0.9,1.5
4477,85.6,4.45,7.35,1.3,0.2,1.2
4478,69.2,23.55,3.1,0.7,2.15,1.25
4479,39.4,50.65,5.55,1.95,0.25,2.25
4480,95.55,0.4,1.5,0.5,0.5,1.55
4481,92.25,2.3,2.4,0.5,0.95,1.6
4482,96.25,1.25,1.15,0.4,0.2,0.8
4483,95,2.3,1.25,0.35,0.05,1.05
4484,81.75,2.4,14.4,0.15,0.3,0.95
4485,64,8.1,15.9,8.9,0.2,2.8
4486,80.3,0.55,11.8,3.75,0.75,2.85
4487,88.95,1.3,7.5,0.7,0.15,1.45
4488,97.5,0.6,0.85,0.15,0.15,0.8
4489,81.45,6.25,10.2,0.4,0.5,1.2
4490,58.85,31.75,4.25,1.6,1.6,1.9
4491,96.6,1.05,0.85,0.3,0.1,1.1
4492,92.3,4.3,1.15,0.55,0.2,1.55
4493,87.45,7.5,2.45,0.8,0.25,1.5
4494,81.9,9.65,4.25,2.4,0.1,1.8
4495,94.9,1.95,1.2,0.25,0.1,1.5
4496,90.4,2.85,3.65,0.9,0.3,1.9
4497,97.8,0.3,0.65,0.4,0.2,0.65
4498,68.2,5.15,3.6,0.2,14.65,8.25
4499,84.5,0.5,2.2,0.5,10.65,1.65
4500,93.25,1.05,1.95,1.8,0.3,1.6
4501,86,4.5,3.7,0.4,1.45,3.95
4502,94.45,0.2,0.8,0.4,2.05,2.1
4503,96.55,0.55,1.1,0.55,0.15,1.1
4504,69.9,20.95,5.35,1.55,0.5,1.75
4505,62.2,35.05,1.5,0.4,0.15,0.75
4506,3.95,0.2,95.1,0.45,0.05,0.2
4507,95.85,1.9,1,0.4,0.2,0.65
4508,34.6,20.95,38,4.75,0.3,1.45
4509,42.7,0.65,18.4,0.4,36,1.85
4510,96.8,0.3,0.85,0.35,0.3,1.4
4511,43.05,0.95,10.25,0.45,43.2,2.1
4512,81.45,9.4,6.5,0.4,0.3,2.05
4513,48.5,13.85,36.35,0.4,0.15,0.8
4514,79.9,2.6,6.5,5.05,1.3,4.6
4515,89.15,5.1,3.25,0.8,0.25,1.4
4516,95.75,1.65,1.05,0.65,0.15,0.8
4517,88.3,6.65,1.2,1.1,0.15,2.6
4518,97.05,0.05,1.15,0.3,0.15,1.2
4519,92.1,2.95,3.2,0.1,0.25,1.4
4520,88.6,0.3,8,0.95,0.65,1.6
4521,96.5,0.25,1.65,0.4,0.25,0.9
4522,96.7,1,0.9,0.15,0.35,0.85
4523,95.35,0.25,1.1,0.15,0.75,2.45
4524,76.3,1.3,19.25,1.25,0.4,1.6
4525,18.3,1.35,79.15,0.55,0.15,0.55
4526,97.2,0.35,1.2,0.25,0.15,0.8
4527,91.2,0.2,6.15,0.15,0.55,1.75
4528,68.15,27.15,3.85,0.05,0.2,0.55
4529,95.4,1.2,1.7,0.55,0.2,1
4530,89.25,0.8,6.45,0.6,0.75,2.05
4531,58.8,3.9,31.95,1.8,0.8,2.8
4532,67.5,8.95,16.45,1,2.8,3.35
4533,87.85,5,4.45,0.35,0.35,2.05
4534,40.85,0.25,57.05,0.3,0.35,1.25
4535,67.9,30.25,0.85,0.2,0.2,0.55
4536,59.8,34.3,2.1,1.85,0.7,1.25
4537,80,0.8,14.25,1,1.65,2.3
4538,79.95,0.75,11.15,5.3,0.25,2.55
4539,61.05,28.35,8.7,0.4,0.2,1.3
4540,90.55,5.3,2.4,0.5,0.3,0.95
4541,77,18,3.05,0.25,0.45,1.25
4542,62.35,33.8,1.65,0.5,0.25,1.45
4543,66.1,31.65,1.05,0.05,0.15,0.9
4544,90.95,0.05,1.65,0.35,0.95,6
4545,58.3,36.25,1.45,2.6,0.1,1.35
4546,96.45,0.05,2.6,0.1,0.1,0.7
4547,94.3,0.65,2.05,1.7,0.1,1.2
4548,62.85,1.65,33.65,0.4,0.65,0.8
4549,65.9,9.7,22.55,0.3,0.35,1.25
4550,80.8,1.7,15.6,0.15,0.65,1.1
4551,92.8,0.3,2.35,0.75,1.85,2
4552,97.4,0.6,0.9,0.1,0.1,0.9
4553,84.4,13.85,0.6,0.1,0.55,0.55
4554,50.15,19.55,18.85,7.75,0.2,3.55
4555,55.7,5.95,35.2,1.25,0.35,1.5
4556,82.65,5.45,8,1.65,0.2,2
4557,63.95,27.9,5.35,0.35,0.2,2.25
4558,91.55,0.35,4.3,1.3,0.6,1.85
4559,96.75,0.75,1.25,0.45,0.2,0.55
4560,75.7,16.8,5.2,0.6,0.35,1.4
4561,91.4,3.35,2.6,0.95,0.25,1.4
4562,96.65,1.4,0.85,0.15,0.15,0.7
4563,97.25,1.2,0.7,0.15,0.05,0.6
4564,81,10.25,3.7,2.1,0.4,2.6
4565,91.35,4.6,1.35,0.4,0.25,2.1
4566,82.15,10,6.25,0.2,0.3,1.1
4567,87.15,0.4,8,1.2,0.75,2.45
4568,94.8,0.3,3.15,0.35,0.5,0.95
4569,86.8,8.9,1.75,0.4,0.3,1.85
4570,87.7,0.3,6.9,0.85,2.3,1.9
4571,85.35,0.8,4.85,1.5,4.5,3.05
4572,85.5,1.25,7.3,3.6,0.25,2.1
4573,87.9,7.5,2.35,0.3,0.3,1.65
4574,85.45,4.05,5.4,1.95,0.4,2.8
4575,29.25,63.2,3.45,2.05,0.25,1.8
4576,85.5,3.3,5.25,3.3,0.55,2.1
4577,79.2,9.55,4.6,4.55,0.15,2.05
