location_id,white,black,hispanic,asian,american_ndian,other
3523,80.1,2.35,11.55,1.1,1.55,3.4
3524,47.45,46.8,2.9,1.2,0.3,1.4
3525,96.25,0.35,1.35,0.25,0.3,1.55
3526,98.05,0.25,0.55,0.25,0.15,0.7
3527,70.05,5.15,21.65,0.4,0.6,2.2
3528,92.3,4.05,2,0.4,0.15,1.05
3529,64.35,29.15,4.25,0.4,0.25,1.5
3530,27.45,70.65,0.5,0.1,0.1,1.2
3531,93.75,1.3,2.1,1.6,0.15,1.05
3532,92.45,0.2,2.35,0.25,2.6,2.15
3533,89.75,4.65,2.95,1.15,0.2,1.3
3534,88.15,4.1,3.3,1.45,0.5,2.55
3535,76.15,18.35,1.75,0.6,1.55,1.55
3536,91.9,2.75,3.75,0.45,0.4,0.8
3537,82.6,0.65,9.65,1.15,2.2,3.8
3538,56.25,25.6,12.4,3.2,0.55,2.05
3539,79.95,14.65,4,0.15,0.1,1.2
3540,75.15,0.1,10.35,0.45,11.9,2
3541,88.25,5.55,2.35,0.4,0.7,2.7
3542,87.85,0.5,6.95,1.1,0.6,3
3543,78.6,9.5,7.45,2,0.3,2.15
3544,67.5,10.35,16.15,3.6,0.2,2.15
3545,87.45,0.3,8.35,0.75,1.25,1.85
3546,87.95,0.4,1.25,0.35,6.95,3.1
3547,94.85,0.8,1.85,0.4,0.5,1.6
3548,94.95,1.45,1.45,0.85,0.15,1.2
3549,56.85,0.7,36.05,2.75,1.7,2.05
3550,87.05,4.35,4.35,2.3,0.1,1.8
3551,93.15,0.4,1,0.1,0.5,4.95
3552,97.3,0.25,1.1,0.05,0.1,1.25
3553,95.9,0.5,1.4,0.2,0.8,1.2
3554,91.8,3.7,1.9,0.5,0.2,1.9
3555,46.35,49.45,2.05,0.55,0.15,1.45
3556,93.95,3.5,1.1,0.35,0.15,0.95
3557,90.35,4.5,2.3,0.9,0.1,1.85
3558,94.55,0.35,1.15,0.35,2.4,1.3
3559,71.95,20.05,3.8,2.05,0.15,1.95
3560,74.85,23.85,1,0.05,0.05,0.25
3561,54.3,6.35,36.7,1.2,0.4,1.05
3562,94.9,2.35,1.6,0.45,0.1,0.7
3563,88.3,8.05,1.5,0.35,0.25,1.5
3564,94.15,1.45,1.95,0.75,0.35,1.25
3565,68.9,24.8,2.25,1.9,0.15,2
3566,66.1,27.55,4.85,0.35,0.4,0.8
3567,59.6,38.8,1,0.1,0.1,0.45
3568,94.8,2.3,1.5,0.15,0.15,1.1
3569,87.05,7.9,2.45,0.75,0.2,1.6
3570,34.35,55.1,9.1,0.4,0.25,0.75
3571,73.1,5.45,10.55,6.25,0.7,4
3572,94.75,1.15,2.3,0.35,0.45,1
3573,85.65,11.35,1.15,0.15,0.2,1.45
3574,93.85,1.4,2.35,0.3,0.45,1.65
3575,58.6,1.6,32.65,4.1,2.15,0.95
3576,93.9,0.1,4,0.25,0.65,1.1
3577,64.7,22.95,8,1.55,0.35,2.4
3578,92,0.25,4.7,0.3,1.25,1.5
3579,84.9,0.55,9.75,1.15,0.7,2.95
3580,96.7,0.35,0.75,0.55,0.4,1.3
3581,56,42.45,0.65,0.1,0.35,0.4
3582,58.45,3.85,29.15,1.45,4.75,2.35
3583,71.1,24.7,1.8,0.6,0.2,1.55
3584,94.6,0.8,1.7,0.95,0.2,1.75
3585,97.25,0.15,0.95,0.25,0.45,0.95
3586,86.45,6.3,5.7,0.3,0.3,0.9
3587,57.25,40.35,1.15,0.2,0.45,0.6
3588,80.4,12,3.1,2.25,0.2,2.1
3589,90.45,0.85,2.2,0.45,3.75,2.25
3590,72.45,5.3,19.55,1.15,0.25,1.3
3591,98.1,0.4,0.55,0.15,0.15,0.7
3592,97.15,0.2,1.05,0.35,0.25,1
3593,70.7,22.65,4.05,0.7,0.4,1.55
3594,50.2,1.75,40.85,4.4,0.45,2.4
3595,73.85,11.6,10.4,2.15,0.2,1.75
3596,75.6,8.1,12.65,1.4,0.2,2
3597,97.15,1,0.6,0.1,0.2,1.05
3598,45,49.6,4.1,0.35,0.05,0.85
3599,56.25,3.15,33.7,2.45,2.45,2.05
3600,75,2.05,16.25,1.2,2.1,3.3
3601,93.05,1.7,2.7,1.05,0.15,1.35
3602,83.8,4.3,5.2,4.3,0.35,2.1
3603,84.4,10.55,2.5,0.25,0.35,1.95
3604,73.4,20.8,2.85,0.6,0.65,1.7
3605,85.7,5.05,4.6,2.1,0.35,2.25
3606,80.65,1.15,15.85,0.4,0.7,1.3
3607,83.05,4.75,9.4,1.1,0.25,1.45
3608,52.15,20.2,20.6,2.65,0.55,3.85
3609,71.65,4.35,12.6,9.85,0.1,1.55
3610,88.25,1.55,8.15,1,0.1,0.95
3611,85.3,0.35,11.6,1.65,0.1,0.95
3612,52.7,45.3,0.7,0.05,0.45,0.75
3613,65.6,30.85,2.05,0.1,0.35,1
3614,93.8,1.55,1.5,1.1,0.45,1.6
3615,94.45,0.2,2.25,0.55,0.75,1.75
3616,94.65,2.1,1.6,0.45,0.2,1.05
3617,81.9,5.25,7.4,1.45,1.25,2.7
3618,86.1,9.95,1.9,0.55,0.25,1.15
3619,91.5,0.1,5.8,1.3,0.6,0.7
3620,73.9,4.55,17.1,2.85,0.1,1.5
3621,72,21.45,4.35,0.85,0.25,1.05
3622,95,2.7,0.8,0.2,0.1,1.15
3623,59.7,0.25,39.15,0.15,0.2,0.55
3624,42.8,50.7,4.8,0.35,0.35,1
3625,93.4,0.4,0.85,0.3,2.55,2.45
3626,94.75,0.9,1.5,1.45,0.2,1.2
3627,34.15,4.85,49.2,9,0.6,2.2
3628,71.95,0.1,25.8,0.6,0.35,1.25
3629,91.5,4.8,2.1,0.45,0.2,0.95
3630,80.2,16.75,1.55,0.45,0.15,0.95
3631,61.85,34.4,1.85,0.15,0.55,1.25
3632,50.95,9.6,34.05,3.25,0.6,1.6
3633,59.3,35.7,3.35,0.1,0.15,1.45
3634,91.75,1.8,3.4,1.05,0.4,1.55
3635,83.3,10.25,3.4,0.95,0.4,1.7
3636,84.2,1.45,11.65,0.4,0.85,1.4
3637,86.65,5.15,5.3,1.1,0.2,1.55
3638,59.05,27.15,8.85,3,0.25,1.7
3639,69,21.25,5.65,0.95,0.35,2.8
3640,85.8,11.6,1.6,0,0.2,0.7
3641,80,14.7,3.1,0.55,0.3,1.3
3642,83.3,0.55,13.65,0.5,0.55,1.5
3643,93.05,3.95,1.2,0.45,0.35,1
3644,95.5,2.1,0.7,0.2,0.2,1.3
3645,97.7,0.85,0.55,0.2,0.1,0.65
3646,87.05,0.6,6.25,1.25,2.75,2.1
3647,79.45,15.8,3.55,0.2,0.2,0.8
3648,62.55,19.8,14.7,1.05,0.35,1.55
3649,93.15,0.45,2.25,2.75,0.3,1
3650,90.75,0.35,7.3,0.4,0.25,0.95
3651,71.45,19.55,4.85,1.2,0.55,2.4
3652,95.3,0.15,3.25,0.65,0.05,0.6
3653,94.55,2.25,1.05,0.15,0.55,1.45
3654,66.7,23.55,6.1,0.7,0.6,2.3
3655,65.7,9.05,23,0.55,0.4,1.25
3656,92.55,1.1,3.85,0.95,0.4,1.2
3657,92.35,5.45,0.65,0.35,0.1,1.1
3658,16.5,63.4,13.65,3.95,0.2,2.25
3659,95.65,1,1.1,1.1,0.45,0.7
3660,78.7,18.25,1.45,0.25,0.2,1.15
3661,66.25,29.7,1.3,0.25,1,1.5
3662,92.3,1.75,2.7,0.4,0.5,2.35
3663,78.7,11.6,6.75,0.65,0.8,1.6
3664,87.55,6.5,3.1,0.95,0.15,1.75
3665,78.7,13,4.15,2.3,0.55,1.35
3666,96.85,0.6,0.9,0.35,0.2,1.2
3667,86.75,5.05,6.2,0.45,0.1,1.4
3668,70.35,24.3,2.35,0.9,0.3,1.75
3669,92.7,2.1,2.9,0.6,0.3,1.55
3670,88.75,0.65,3.95,1.15,2.1,3.4
3671,55.8,41.65,1.8,0.2,0.1,0.4
3672,73.3,17.25,5.25,1.15,0.95,2.1
3673,16.75,17.6,63.2,1.45,0.1,0.95
3674,51.35,8.15,32.95,5.45,0.25,1.9
3675,66.3,30.25,1.8,0.3,0.1,1.25
3676,91.45,6.25,0.8,0.35,0.2,0.95
3677,95.85,0.55,2.2,0.4,0.2,0.75
3678,45.4,1.55,33.45,16.85,0.25,2.6
3679,79.7,10.9,4.2,2.05,0.55,2.6
3680,96.05,0.55,1.6,0.45,0.3,1.1
3681,52.5,45.8,0.6,0.25,0.1,0.75
3682,23.8,71.9,2.75,0.6,0.35,0.6
3683,11.85,30.35,52.35,3.35,0.2,1.85
3684,91.25,5.6,1.2,0.5,0.15,1.25
3685,66.35,0.4,29.55,0.25,1.25,2.3
3686,75.3,20.9,2.3,0.1,0.3,1.2
3687,91.35,0.6,6.65,0.55,0.2,0.8
3688,85.15,0.5,10,1.35,0.5,2.6
3689,96.3,0.8,1.35,0.4,0.25,1
3690,63.65,33.2,1.5,0.3,0.35,1
3691,76.5,12.6,3.3,5.5,0.2,1.85
3692,92.9,3.85,1.75,0.15,0.25,1.1
3693,62.4,32.9,2.75,0.7,0.25,1
3694,90.25,4.3,2.5,0.85,0.25,1.9
3695,95.3,0.8,2.65,0.15,0.2,0.9
3696,74.85,20.65,2.25,0.55,0.35,1.35
3697,91,0.35,3.6,0.95,0.8,3.25
3698,84.4,7.85,6.15,0.25,0.3,1.1
3699,69.3,0.6,24.7,1.05,2.1,2.25
3700,20.15,2.5,8,42.7,0.2,26.45
3701,93.7,2.5,2.4,0.55,0.05,0.8
3702,56.35,38.3,4,0.3,0.1,0.85
3703,40.4,55.5,2.8,0.3,0.25,0.7
3704,55.35,41.4,1.55,0.3,0.2,1.2
3705,96.7,0.35,1.8,0.35,0.2,0.65
3706,92,5.1,1.2,0.15,0.55,1
3707,93.8,1.7,2.3,0.7,0.2,1.3
3708,91.85,3.35,2.25,0.85,0.15,1.6
3709,95.65,0.55,1.15,0.75,0.4,1.4
3710,79.7,12.75,4.8,0.9,0.55,1.3
3711,97.9,0.2,0.9,0.05,0.2,0.75
3712,84.75,7,3.05,1.25,0.15,3.8
3713,92.15,2.05,3.15,1,0.15,1.45
3714,96.25,0.15,0.9,0.1,0.85,1.7
3715,90.8,0.7,5.25,0.55,1.45,1.2
3716,66.3,7.75,17.4,6,0.4,2.15
3717,85.65,8.45,3,0.6,0.2,2.1
3718,95.05,0.7,1.05,1,1,1.25
3719,83.65,11.1,1.6,1.45,0.15,2.05
3720,85.5,10.05,2.1,0.3,0.4,1.7
3721,85.9,0.2,12.2,0.65,0.2,0.95
3722,85.65,4.65,6.85,1,0.2,1.6
3723,93,1.1,3.5,0.8,0.25,1.35
3724,66.25,31.25,1.15,0.1,0.35,0.8
3725,96.95,1,0.6,0.1,0.35,0.95
3726,95.25,1.4,1.3,0.85,0.15,1.05
3727,90.65,0.4,3.9,1,1.15,2.95
3728,92.25,1.85,2,0.95,0.45,2.5
3729,84.2,1.15,12.55,0.2,0.4,1.5
3730,82.35,4.05,9.8,2.2,0.1,1.5
3731,55,41.75,1.75,0.7,0.25,0.6
3732,91.25,1,5.3,0.4,0.7,1.35
3733,96.3,0.25,1.55,0.2,0.45,1.3
3734,89.65,5.9,1.5,1,0.15,1.8
3735,74.75,1.4,21.4,1.05,0.4,1
3736,95.55,0.75,1.65,0.15,0.4,1.55
3737,87.6,8.65,2.2,0.3,0.1,1.1
3738,96.2,0.95,1.55,0.45,0.15,0.6
3739,89.9,6.55,1.35,0.5,0.15,1.65
3740,94,0.2,2,0.55,1.3,2
3741,73.9,20.4,2.05,0.15,1.7,1.75
3742,83.1,11.5,2.15,0.65,0.25,2.45
3743,90.95,3.85,2.1,1.1,0.35,1.75
3744,78.75,8.3,5.05,3.45,0.35,4.1
3745,83.8,2.75,7.6,1.45,1.9,2.5
3746,93.5,4.1,0.65,0.3,0.1,1.3
3747,89.25,0.35,5.9,0.75,1.2,2.55
3748,19.9,0.25,5.9,0.35,72.2,1.45
3749,72.2,1.9,19.8,3,0.55,2.55
3750,80.8,13.35,3.15,0.6,0.65,1.5
3751,59.95,15.25,15.7,6.9,0.15,2.05
3752,93.7,1.9,1.3,1.05,0.15,1.85
3753,77.3,13.1,5.9,0.55,1.1,2.1
3754,73.95,16.75,7.25,0.8,0.4,0.95
3755,68.5,29.6,1,0,0.5,0.35
3756,82.75,9,5.8,0.45,0.65,1.4
3757,53.65,42.95,1.6,0.7,0.2,0.9
3758,94.3,0.25,2.15,0.25,0.95,2.1
3759,96.2,1,1,0.9,0.1,0.85
3760,90.25,5.9,1.4,0.9,0.2,1.35
3761,73.4,6.85,14.85,3.35,0.15,1.35
3762,76.45,19,2.4,1.05,0.15,0.95
3763,59.6,38.4,0.8,0.2,0.1,0.95
3764,92.3,0.75,3.7,0.65,0.55,2
3765,92.95,3.3,1.7,0.3,0.15,1.55
3766,82.8,4.2,9.85,0.35,0.7,2.05
3767,63.3,17.85,16.2,1,0.35,1.3
3768,96.55,0.3,1.15,0.5,0.5,1
3769,92.3,0.25,3.55,0.55,1.7,1.65
3770,83.25,6,5.75,3.55,0.1,1.35
3771,82.9,1.75,7.1,3.9,0.6,3.8
3772,80.95,12.95,2.7,0.75,0.75,2
3773,91.45,2.4,3,1.3,0.2,1.65
3774,29.85,61.1,4.75,2.85,0.15,1.3
3775,95,0.3,3.3,0.75,0.2,0.45
3776,94.25,0.2,0.95,0.4,2.4,1.75
3777,87.8,0.75,4.9,0.75,3.6,2.2
3778,97.2,0.35,1.1,0.3,0.2,0.85
3779,89.25,1.7,6.05,1.8,0.1,1.05
3780,95.45,0.8,1.7,0.75,0.3,1
3781,77.6,9.2,6.35,2.95,0.55,3.35
3782,91.4,0.35,5.8,0.25,0.7,1.5
3783,42.7,1.75,53.45,0.8,0.3,1.05
3784,77.3,7.2,9.05,4.95,0.1,1.45
3785,90.8,4.45,1.5,0.55,0.3,2.35
3786,84.85,4.9,8.15,0.25,0.55,1.35
3787,49.05,0.5,46.9,0.45,1.65,1.45
3788,23.3,74.05,1.55,0.1,0.65,0.4
3789,52.85,45.4,0.6,0.35,0.05,0.75
3790,93.55,0.75,3.95,0.3,0.45,1
3791,84.95,11.45,2.45,0.25,0.15,0.75
3792,86.2,7.7,2.9,0.75,0.3,2.15
3793,94.55,0.7,2.35,0.45,0.55,1.55
3794,85.25,11.25,1.65,0.35,0.2,1.35
3795,75.1,4.85,15.6,2.65,0.05,1.7
3796,83.6,6.65,5.2,2.05,0.2,2.3
3797,94.7,1.5,1.25,1.25,0.25,1.05
3798,88.3,1.55,8.45,0.3,0.25,1.2
3799,80.25,0.5,12.4,0.85,2.35,3.6
3800,78,14.1,4.65,1.35,0.35,1.55
3801,46.05,45.15,4.35,2.2,0.25,1.95
3802,66.75,26.55,4.4,0.9,0.25,1.1
3803,96.45,0.85,1,0.6,0.2,0.9
3804,49.55,0.8,42.9,1,3.75,1.95
3805,42.45,51.05,4.55,0.45,0.35,1.1
3806,92.55,5,0.85,0.3,0.3,1.05
3807,95,0.3,2.6,0.15,0.45,1.5
3808,92.45,1.45,4.45,0.35,0.15,1.2
3809,69.8,0.6,21.15,1.55,4.25,2.65
3810,57.75,26,10.75,3.75,0.4,1.35
3811,96.1,0.55,1.55,0.25,0.15,1.45
3812,94.1,1.4,3,0.55,0.15,0.8
3813,73.1,14.75,7,2.25,0.3,2.7
3814,79.5,0.3,1.65,0.3,15.75,2.5
3815,91.1,1.15,5.45,0.6,0.35,1.35
3816,80.05,12.9,4.3,1,0.1,1.7
3817,92.25,2.3,1.8,1.85,0.25,1.55
3818,88.35,0.35,9.35,0.25,0.9,0.75
3819,78.9,2.3,12.6,2.45,1.6,2.15
3820,95.05,2.25,0.8,0.7,0.1,1.15
3821,83.65,13.15,1.95,0.05,0.25,0.95
3822,48.4,44.4,3.25,2.6,0.15,1.15
3823,84.95,3.6,6.6,1.95,0.25,2.7
3824,96,1.5,0.85,0.5,0.05,1
3825,78.05,10.75,8.45,0.5,0.3,1.9
3826,65.1,1.05,29.65,1.35,0.75,2.1
3827,98.7,0.1,0.5,0.15,0.1,0.5
3828,87.15,1.7,6.3,0.95,1.35,2.5
3829,95,2,1.55,0.35,0.2,1
3830,82.3,0.75,13.5,0.65,0.45,2.3
3831,42.4,2.65,46.75,2.2,4.1,1.95
3832,98.45,0.05,0.6,0.2,0.05,0.55
3833,95.9,0.9,0.75,0.15,0.75,1.6
3834,76.55,12.7,7.6,0.95,0.4,1.75
3835,75.85,8.5,12.55,0.85,0.6,1.65
3836,44,2.85,24.25,24.1,0.2,4.7
3837,60.25,36.95,1.8,0.15,0.15,0.75
3838,91,1.95,4.25,1.4,0.15,1.25
3839,84.05,0.2,9.95,0.6,2.55,2.6
3840,61.1,0.35,36.45,0.3,0.35,1.35
3841,92.25,1.05,3.35,0.3,0.6,2.5
3842,64.05,14.8,19.3,0.45,0.35,1.05
3843,48.05,49.35,1.65,0.25,0.1,0.6
3844,96.1,1.2,1.15,0.1,0.45,0.95
3845,39.8,58,0.5,1.2,0.15,0.4
3846,67.45,0.35,28,1.5,0.65,2.05
3847,71.05,22,4.55,1.1,0.5,0.8
3848,72.2,0.25,24.4,0.75,0.75,1.65
3849,89.8,0.7,2.75,1.3,2,3.35
3850,96.6,0.65,1.35,0.4,0.2,0.75
3851,51.5,9.7,32.8,3.15,0.65,2.2
3852,68.3,0.65,27.9,1.15,0.5,1.5
3853,95.95,0.55,1.4,0.6,0.1,1.35
3854,85.95,3,7.9,1.75,0.1,1.3
3855,62.45,28.95,4.55,2.4,0.15,1.5
3856,71.3,24.6,1.7,0.95,0.25,1.2
3857,86.2,0.6,7.2,2.55,0.75,2.75
3858,77.6,17.9,1.8,0.45,0.3,1.95
3859,90.05,2.8,5.35,0.9,0.1,0.9
3860,93,1.5,2,1.5,0.3,1.7
3861,56.65,34.25,5,1.85,0.3,1.9
3862,65.95,7.8,23.4,0.85,0.7,1.3
3863,97.15,1.1,0.7,0.3,0.05,0.7
3864,74.45,20.25,3.35,0.6,0.2,1.2
3865,61.6,29.35,3.7,2.55,0.35,2.4
3866,61.7,31.7,2.65,2.35,0.25,1.4
3867,92.4,3.55,1.75,0.75,0.3,1.3
3868,95.1,0.7,1.7,1.1,0.3,1.1
3869,97.4,0.5,0.8,0.4,0.05,0.85
3870,95.9,0.1,1.45,0.4,0.8,1.4
3871,90.8,2.2,4.4,0.9,0.4,1.35
3872,91.55,5.4,1,0.6,0.1,1.3
3873,85.65,3.1,9.25,0.3,0.7,1
3874,92.75,3,0.6,0.05,0.15,3.4
3875,95.9,0.9,2,0.15,0.15,1
3876,78,13.75,5.35,1.05,0.4,1.45
3877,79.95,13.55,4.75,0.25,0.2,1.35
3878,87.6,0.8,9.55,0.85,0.2,1
3879,93.65,0.4,2.2,0.6,0.75,2.4
3880,93.1,3.3,2.3,0.3,0.25,0.75
3881,88.4,5.65,2.85,1.05,0.2,1.85
3882,34.75,18.25,39.6,5.85,0.2,1.25
3883,94.35,0.4,1.25,2.4,0.35,1.2
3884,85,0.8,7.4,3.45,0.4,2.9
3885,45.9,50.8,2.2,0.4,0.15,0.6
3886,80.6,3.45,4,8.85,0.2,2.85
3887,84.75,1.5,11.35,0.5,0.55,1.3
3888,78.4,3.95,15.05,1.25,0.1,1.25
3889,66.05,22.3,9.85,0.55,0.25,1
3890,67.05,26.15,3.95,0.5,0.6,1.7
3891,79.15,11.05,4.45,2.1,0.45,2.85
3892,94.65,4.1,0.55,0.2,0.1,0.4
3893,95.6,0.45,1.9,0.4,0.5,1.15
3894,92.6,1.15,2.3,1.35,0.95,1.7
3895,33.1,0.5,9.9,27.25,0.15,29
3896,94.2,2.55,2.6,0.05,0.1,0.55
3897,80.15,1.3,10,1.35,2.9,4.3
3898,84.15,10.45,2.15,1.25,0.35,1.75
3899,61,37.15,1,0.1,0.15,0.65
3900,87.2,0.6,8.9,0.55,1.15,1.6
3901,95.2,1.25,1,0.05,0.5,2
3902,96.25,0.3,2.05,0.35,0.15,0.85
3903,57.7,9.95,31.2,0.25,0.15,0.75
3904,73.65,6.3,18.1,0.3,0.45,1.15
3905,96.9,0.35,1.05,0.5,0.25,1.05
3906,16.85,81.9,0.4,0.2,0.2,0.55
3907,51.45,9.05,17.75,19.8,0.1,1.85
3908,82.95,8.85,4.25,2.2,0.15,1.6
3909,86.05,8.55,2.55,0.75,0.1,2
3910,66.1,30.95,1.6,0.2,0.3,0.9
3911,92.8,0.6,2.8,2.4,0.45,0.9
3912,93.1,3.05,1.25,0.7,0.2,1.7
3913,56.45,19.35,13.95,8.35,0.15,1.75
3914,70.45,26,2.05,0.15,0.4,0.9
3915,77.75,18.85,1.85,0.15,0.25,1.1
3916,76,2.95,11,8.6,0.1,1.4
3917,43.25,6.1,14.65,32.1,0.25,3.6
3918,45.75,24.75,24.1,3.1,0.2,2.1
3919,90.4,0.8,6.5,1.05,0.2,1
3920,96.25,0.4,1.05,0.45,0.95,0.95
3921,34.55,61.7,1.65,0.65,0.55,0.85
3922,91.65,2.15,4.25,0.55,0.15,1.2
3923,48.9,13.15,24.95,10.65,0.1,2.2
3924,83.25,0.3,13.55,0.55,0.75,1.6
3925,97.55,0.4,0.75,0.45,0.2,0.65
3926,30.4,1.55,65.25,0.95,0.8,1.05
3927,94.5,0.25,4,0.3,0.25,0.7
3928,61.85,16.8,5.35,12.8,0.2,3.05
3929,90.25,5.65,0.9,0.45,0.3,2.6
3930,98.2,0.3,0.5,0.15,0.1,0.7
3931,88.9,7.25,2.25,0.15,0.3,1.2
3932,89.2,5.85,3.35,0.15,0.1,1.35
3933,58.05,36.65,1.95,1.4,0.75,1.2
3934,65.1,30.1,2.5,1.15,0.25,0.9
3935,90,4.15,2.4,0.6,0.3,2.5
3936,75.85,2,14.6,1.95,1.6,4.05
3937,71.25,26.45,0.9,0.05,0.2,1.15
3938,37,1.25,57.1,0.45,2.85,1.45
3939,94.35,1.6,2.8,0.25,0.1,0.85
3940,92.35,0.6,1.85,0.35,0.4,4.4
3941,73.85,6.1,11.6,3.85,1.3,3.35
3942,87.75,6.3,4.2,0.5,0.3,0.9
3943,53.25,40.65,2.8,0.75,0.4,2.1
3944,40.4,54.55,3.95,0.25,0.25,0.65
3945,93,0.2,2.8,0.6,1.05,2.35
3946,80,16,1.8,0.4,0.5,1.35
3947,36.8,2.4,26.3,30.85,0.25,3.35
3948,89,4.75,3.25,0.9,0.3,1.75
3949,95.8,1.2,1.5,0.5,0.25,0.8
3950,62.8,17.3,10.65,3.25,0.95,5.05
3951,84.95,4.15,3.6,5.2,0.2,1.9
3952,66,28.55,4.75,0.05,0.1,0.6
3953,35.2,62.3,1.6,0.2,0.1,0.6
3954,54.95,12.05,31.3,0.35,0.15,1.2
3955,93.2,0.2,5.2,0.3,0.3,0.75
3956,97.25,0.55,0.95,0.35,0.1,0.85
3957,46.15,33.8,15.45,3.1,0.3,1.25
3958,74.6,8.35,13.9,1.6,0.15,1.45
3959,78.35,2.55,17.15,0.45,0.55,0.95
3960,56.5,8.95,14.8,16.7,0.2,2.85
3961,84.55,0.4,6.05,0.85,2.75,5.4
3962,92.45,2.4,2.8,0.5,0.35,1.55
3963,93.75,0.25,4.45,0.45,0.15,0.95
3964,59.8,34.6,3.2,0.9,0.15,1.35
3965,65.1,30.9,2.65,0.1,0.25,0.9
3966,87.85,5.1,2.95,0.65,0.8,2.65
3967,87.6,8.65,1.8,0.5,0.35,1.15
3968,93.1,1.4,2.2,1.65,0.15,1.45
3969,95.05,1.4,1.85,0.75,0.15,0.85
3970,97.4,1,0.9,0.1,0.1,0.55
3971,90.8,3.65,2.85,0.5,0.6,1.65
3972,73.3,0.5,24.7,0.8,0.2,0.45
3973,38.95,5.1,54.3,0.45,0.3,1
3974,86.35,9.65,1.05,0.5,0.1,2.25
3975,64.25,28.7,3.45,0.5,0.6,2.6
3976,94.25,0.85,2.1,1.35,0.1,1.3
3977,71.85,6.55,8.4,5.7,1.1,6.4
3978,94.9,0.45,1.8,0.2,0.85,1.85
3979,93.7,0.8,3.1,0.5,0.35,1.5
3980,81.85,0.5,9.9,0.9,3.25,3.6
3981,97.6,0.45,0.85,0.25,0.1,0.8
3982,87.85,0.05,1.15,0.1,8.95,1.9
3983,90.85,6.1,1.45,0.2,0.2,1.3
3984,78.25,13.85,4.6,0.5,0.7,2.05
3985,98,0.25,0.6,0.2,0.2,0.7
3986,67.65,7.1,18.15,3.45,0.4,3.3
3987,53.25,14.05,26,4.4,0.4,1.9
3988,58.8,22.65,16.15,0.95,0.35,1.1
3989,73.45,22.5,2.6,0.25,0.2,0.95
3990,86.75,2.7,8.45,0.3,0.2,1.6
3991,80.1,0.75,14.15,1.2,1.05,2.8
3992,67.6,22,4.6,2.9,0.4,2.5
3993,97.1,0.8,0.75,0.35,0.2,0.8
3994,96.95,0.6,1.15,0.3,0.15,0.9
3995,73.4,10.9,6.35,5.85,0.75,2.65
3996,88.8,6.55,1.4,0.2,0.25,2.75
3997,50.3,1.65,38.8,6.5,0.3,2.5
3998,78.55,8.45,10.4,1.15,0.2,1.2
3999,58.85,4.4,30.1,3.15,1.6,2
4000,95.4,1.45,1.45,0.2,0.15,1.35
4001,81.8,15.2,1.2,0.4,0.15,1.2
4002,41.25,55.1,1,0.6,0.2,1.75
4003,92.2,4.5,1.5,0.15,0.4,1.3
4004,83.5,1.45,12.05,0.25,1.05,1.6
4005,91.75,1.65,5,0.55,0.1,0.9
4006,95.1,1.5,1.25,0.55,0.15,1.5
4007,61.75,18.3,13.15,4.8,0.2,1.8
4008,91.3,2.85,3.3,1.2,0.1,1.2
4009,47.6,45.65,2.8,0.15,2,1.8
4010,55.25,21.1,15,5.6,0.2,2.85
4011,95.5,0.25,2.85,0.35,0.55,0.55
4012,95.8,1.25,0.7,0.4,0.05,1.85
4013,62.95,31.4,2.4,1.05,0.65,1.5
4014,94,0.95,2.35,0.65,1,1.1
4015,67.7,0.3,28.9,0.2,0.85,2.05
4016,60.25,36.65,1.65,0.35,0.2,1
4017,56.95,0.5,39.65,0.75,0.9,1.25
4018,48.25,6.9,42.15,1.9,0.15,0.7
4019,96.8,0.45,1.05,0.35,0.2,1.1
4020,71.95,0.4,5.6,0.55,19.35,2.1
4021,95.1,2.6,0.6,0.5,0.25,0.95
4022,66.45,31,0.95,0.15,0.2,1.3
4023,94.7,3.25,1.15,0.2,0.2,0.55
4024,92.4,2.85,2.25,0.8,0.3,1.45
4025,51.3,16.25,16.05,13.5,0.15,2.75
4026,80.65,14.25,2.75,0.95,0.2,1.2
4027,66.45,0.3,17.4,0.35,14.35,1.25
4028,65.35,0.2,30.75,0.65,0.9,2.15
4029,84.25,12.3,1.55,0.2,0.95,0.75
4030,74.25,10.95,6.7,4.7,0.35,3.05
4031,86,5.55,4.3,2.15,0.15,1.75
4032,86.65,3.2,3.1,4.7,0.35,2
4033,36.1,60.45,2.15,0.2,0.15,1.1
4034,66.8,19.6,10.9,1.05,0.15,1.5
4035,48.3,49.8,1.15,0.05,0.1,0.55
4036,32.45,64.7,1.75,0.5,0.1,0.45
4037,95.6,0.45,2.25,0.35,0.65,0.7
4038,58.4,7.1,31.25,1.7,0.35,1.2
4039,90.9,1.15,3.85,2.6,0.15,1.4
4040,97.05,0.6,0.75,0.5,0.15,0.95
4041,78.25,4.1,6.05,8.75,0.1,2.75
4042,91.2,1.5,2.25,0.35,2.85,1.75
4043,93.55,2.15,1.85,0.3,0.4,1.75
4044,96.75,1.2,0.5,0.4,0.15,1.1
4045,94.45,0.7,2.2,0.15,1.25,1.25
4046,95.4,0.95,1.5,0.6,0.25,1.3
4047,86.6,3.05,7.55,1.75,0.1,1
4048,93.6,2.65,2.85,0.1,0.25,0.55
4049,30.3,67.95,0.75,0.35,0.2,0.45
4050,85.3,9.4,1.95,0.15,1.1,2.1
